Date,HBName,Sex,AgeGroup,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage
20201208,Grampian,Total,80 years and over,27597.0,Dose 1,0,0.0,0,0.0
20201208,Grampian,Female,18 - 29,43075.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,18 years and over,239893.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,30 - 39,40402.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,40 - 49,38030.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,50 - 54,21205.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,55 - 59,20497.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,60 - 64,18202.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,65 - 69,15973.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,70 - 74,15050.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,75 - 79,10794.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Female,80 years and over,16665.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,18 - 29,45244.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,18 years and over,233914.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,30 - 39,41958.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,40 - 49,38471.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,50 - 54,20742.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,55 - 59,20118.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,60 - 64,17917.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,65 - 69,15498.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,70 - 74,14003.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,75 - 79,9031.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Male,80 years and over,10932.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,18 - 29,88319.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,18 years and over,473807.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,30 - 39,82360.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,40 - 49,76501.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,50 - 54,41947.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,50 years and over,226627.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,55 - 59,40615.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,60 - 64,36119.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,65 - 69,31471.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,70 - 74,29053.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,75 - 79,19825.0,Dose 2,0,0.0,0,0.0
20201208,Grampian,Total,80 years and over,27597.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,18 - 29,43075.0,Dose 1,2,0.00464306442251886,5,0.0116076610562972
20201209,Grampian,Female,18 years and over,239893.0,Dose 1,7,0.00291796759388561,37,0.0154235429962525
20201209,Grampian,Female,30 - 39,40402.0,Dose 1,2,0.004950249987624371,6,0.0148507499628731
20201209,Grampian,Female,40 - 49,38030.0,Dose 1,0,0.0,16,0.0420720483828556
20201209,Grampian,Female,50 - 54,21205.0,Dose 1,0,0.0,4,0.0188634755953784
20201209,Grampian,Female,55 - 59,20497.0,Dose 1,2,0.00975752549153535,4,0.0195150509830707
20201209,Grampian,Female,60 - 64,18202.0,Dose 1,1,0.00549390176903637,2,0.0109878035380727
20201209,Grampian,Female,65 - 69,15973.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Female,70 - 74,15050.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Female,75 - 79,10794.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Female,80 years and over,16665.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Male,18 - 29,45244.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Male,18 years and over,233914.0,Dose 1,2,0.000855015091016356,2,0.000855015091016356
20201209,Grampian,Male,30 - 39,41958.0,Dose 1,1,0.00238333571666905,1,0.00238333571666905
20201209,Grampian,Male,40 - 49,38471.0,Dose 1,1,0.0025993605573029,1,0.0025993605573029
20201209,Grampian,Male,50 - 54,20742.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Male,55 - 59,20118.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Male,60 - 64,17917.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Male,65 - 69,15498.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Male,70 - 74,14003.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Male,75 - 79,9031.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Male,80 years and over,10932.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Total,18 - 29,88319.0,Dose 1,2,0.00226451839355065,5,0.00566129598387663
20201209,Grampian,Total,18 years and over,473807.0,Dose 1,9,0.0018995076054174,39,0.00823119962347538
20201209,Grampian,Total,30 - 39,82360.0,Dose 1,3,0.00364254492472074,7,0.00849927149101506
20201209,Grampian,Total,40 - 49,76501.0,Dose 1,1,0.0013071724552620198,17,0.0222219317394544
20201209,Grampian,Total,50 - 54,41947.0,Dose 1,0,0.0,4,0.00953584284930984
20201209,Grampian,Total,50 years and over,226627.0,Dose 1,3,0.00132376106995195,10,0.004412536899839821
20201209,Grampian,Total,55 - 59,40615.0,Dose 1,2,0.00492428905576757,4,0.00984857811153515
20201209,Grampian,Total,60 - 64,36119.0,Dose 1,1,0.0027686259309504697,2,0.0055372518619009395
20201209,Grampian,Total,65 - 69,31471.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Total,70 - 74,29053.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Total,75 - 79,19825.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Total,80 years and over,27597.0,Dose 1,0,0.0,0,0.0
20201209,Grampian,Female,18 - 29,43075.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,18 years and over,239893.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,30 - 39,40402.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,40 - 49,38030.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,50 - 54,21205.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,55 - 59,20497.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,60 - 64,18202.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,65 - 69,15973.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,70 - 74,15050.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,75 - 79,10794.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Female,80 years and over,16665.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,18 - 29,45244.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,18 years and over,233914.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,30 - 39,41958.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,40 - 49,38471.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,50 - 54,20742.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,55 - 59,20118.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,60 - 64,17917.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,65 - 69,15498.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,70 - 74,14003.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,75 - 79,9031.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Male,80 years and over,10932.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,18 - 29,88319.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,18 years and over,473807.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,30 - 39,82360.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,40 - 49,76501.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,50 - 54,41947.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,50 years and over,226627.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,55 - 59,40615.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,60 - 64,36119.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,65 - 69,31471.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,70 - 74,29053.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,75 - 79,19825.0,Dose 2,0,0.0,0,0.0
20201209,Grampian,Total,80 years and over,27597.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,18 - 29,43075.0,Dose 1,20,0.0464306442251886,25,0.0580383052814858
20201210,Grampian,Female,18 years and over,239893.0,Dose 1,97,0.0404346938009863,134,0.0558582367972388
20201210,Grampian,Female,30 - 39,40402.0,Dose 1,26,0.0643532498391169,32,0.07920399980199001
20201210,Grampian,Female,40 - 49,38030.0,Dose 1,19,0.0499605574546411,35,0.0920326058374967
20201210,Grampian,Female,50 - 54,21205.0,Dose 1,14,0.0660221645838246,18,0.084885640179203
20201210,Grampian,Female,55 - 59,20497.0,Dose 1,11,0.0536663902034444,15,0.0731814411865151
20201210,Grampian,Female,60 - 64,18202.0,Dose 1,5,0.0274695088451819,7,0.0384573123832546
20201210,Grampian,Female,65 - 69,15973.0,Dose 1,2,0.0125211294058724,2,0.0125211294058724
20201210,Grampian,Female,70 - 74,15050.0,Dose 1,0,0.0,0,0.0
20201210,Grampian,Female,75 - 79,10794.0,Dose 1,0,0.0,0,0.0
20201210,Grampian,Female,80 years and over,16665.0,Dose 1,0,0.0,0,0.0
20201210,Grampian,Male,18 - 29,45244.0,Dose 1,2,0.0044204756431792105,2,0.0044204756431792105
20201210,Grampian,Male,18 years and over,233914.0,Dose 1,30,0.0128252263652453,32,0.0136802414562617
20201210,Grampian,Male,30 - 39,41958.0,Dose 1,4,0.0095333428666762,5,0.0119166785833453
20201210,Grampian,Male,40 - 49,38471.0,Dose 1,4,0.0103974422292116,5,0.0129968027865145
20201210,Grampian,Male,50 - 54,20742.0,Dose 1,13,0.0626747661749108,13,0.0626747661749108
20201210,Grampian,Male,55 - 59,20118.0,Dose 1,5,0.0248533651456407,5,0.0248533651456407
20201210,Grampian,Male,60 - 64,17917.0,Dose 1,1,0.00558129151085561,1,0.00558129151085561
20201210,Grampian,Male,65 - 69,15498.0,Dose 1,1,0.0064524454768357204,1,0.0064524454768357204
20201210,Grampian,Male,70 - 74,14003.0,Dose 1,0,0.0,0,0.0
20201210,Grampian,Male,75 - 79,9031.0,Dose 1,0,0.0,0,0.0
20201210,Grampian,Male,80 years and over,10932.0,Dose 1,0,0.0,0,0.0
20201210,Grampian,Total,18 - 29,88319.0,Dose 1,22,0.0249097023290572,27,0.0305709983129338
20201210,Grampian,Total,18 years and over,473807.0,Dose 1,127,0.0268041628764455,166,0.0350353624999209
20201210,Grampian,Total,30 - 39,82360.0,Dose 1,30,0.0364254492472074,37,0.0449247207382224
20201210,Grampian,Total,40 - 49,76501.0,Dose 1,23,0.0300649664710265,40,0.0522868982104809
20201210,Grampian,Total,50 - 54,41947.0,Dose 1,27,0.0643669392328415,31,0.0739027820821513
20201210,Grampian,Total,50 years and over,226627.0,Dose 1,52,0.0229451918791671,62,0.0273577287790069
20201210,Grampian,Total,55 - 59,40615.0,Dose 1,16,0.0393943124461406,20,0.0492428905576757
20201210,Grampian,Total,60 - 64,36119.0,Dose 1,6,0.0166117555857028,8,0.0221490074476038
20201210,Grampian,Total,65 - 69,31471.0,Dose 1,3,0.009532585554955359,3,0.009532585554955359
20201210,Grampian,Total,70 - 74,29053.0,Dose 1,0,0.0,0,0.0
20201210,Grampian,Total,75 - 79,19825.0,Dose 1,0,0.0,0,0.0
20201210,Grampian,Total,80 years and over,27597.0,Dose 1,0,0.0,0,0.0
20201210,Grampian,Female,18 - 29,43075.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,18 years and over,239893.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,30 - 39,40402.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,40 - 49,38030.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,50 - 54,21205.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,55 - 59,20497.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,60 - 64,18202.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,65 - 69,15973.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,70 - 74,15050.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,75 - 79,10794.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Female,80 years and over,16665.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,18 - 29,45244.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,18 years and over,233914.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,30 - 39,41958.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,40 - 49,38471.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,50 - 54,20742.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,55 - 59,20118.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,60 - 64,17917.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,65 - 69,15498.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,70 - 74,14003.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,75 - 79,9031.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Male,80 years and over,10932.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,18 - 29,88319.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,18 years and over,473807.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,30 - 39,82360.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,40 - 49,76501.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,50 - 54,41947.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,50 years and over,226627.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,55 - 59,40615.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,60 - 64,36119.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,65 - 69,31471.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,70 - 74,29053.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,75 - 79,19825.0,Dose 2,0,0.0,0,0.0
20201210,Grampian,Total,80 years and over,27597.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,18 - 29,43075.0,Dose 1,22,0.0510737086477075,47,0.10911201392919301
20201211,Grampian,Female,18 years and over,239893.0,Dose 1,145,0.0604436144447733,279,0.11630185124201199
20201211,Grampian,Female,30 - 39,40402.0,Dose 1,35,0.0866293747834266,67,0.165833374585417
20201211,Grampian,Female,40 - 49,38030.0,Dose 1,33,0.0867735997896398,68,0.178806205627136
20201211,Grampian,Female,50 - 54,21205.0,Dose 1,25,0.11789672247111502,43,0.202782362650318
20201211,Grampian,Female,55 - 59,20497.0,Dose 1,20,0.0975752549153535,35,0.170756696101869
20201211,Grampian,Female,60 - 64,18202.0,Dose 1,6,0.0329634106142182,13,0.0714207229974728
20201211,Grampian,Female,65 - 69,15973.0,Dose 1,4,0.0250422588117448,6,0.0375633882176172
20201211,Grampian,Female,70 - 74,15050.0,Dose 1,0,0.0,0,0.0
20201211,Grampian,Female,75 - 79,10794.0,Dose 1,0,0.0,0,0.0
20201211,Grampian,Female,80 years and over,16665.0,Dose 1,0,0.0,0,0.0
20201211,Grampian,Male,18 - 29,45244.0,Dose 1,11,0.0243126160374856,13,0.0287330916806648
20201211,Grampian,Male,18 years and over,233914.0,Dose 1,47,0.0200928546388844,79,0.0337730960951461
20201211,Grampian,Male,30 - 39,41958.0,Dose 1,6,0.0143000143000143,11,0.0262166928833596
20201211,Grampian,Male,40 - 49,38471.0,Dose 1,13,0.0337916872449377,18,0.0467884900314523
20201211,Grampian,Male,50 - 54,20742.0,Dose 1,9,0.0433902227364767,22,0.10606498891138799
20201211,Grampian,Male,55 - 59,20118.0,Dose 1,3,0.0149120190873844,8,0.0397653842330252
20201211,Grampian,Male,60 - 64,17917.0,Dose 1,3,0.0167438745325668,4,0.0223251660434224
20201211,Grampian,Male,65 - 69,15498.0,Dose 1,2,0.0129048909536714,3,0.0193573364305072
20201211,Grampian,Male,70 - 74,14003.0,Dose 1,0,0.0,0,0.0
20201211,Grampian,Male,75 - 79,9031.0,Dose 1,0,0.0,0,0.0
20201211,Grampian,Male,80 years and over,10932.0,Dose 1,0,0.0,0,0.0
20201211,Grampian,Total,18 - 29,88319.0,Dose 1,33,0.0373645534935858,60,0.0679355518065196
20201211,Grampian,Total,18 years and over,473807.0,Dose 1,192,0.0405228289155711,358,0.07555819141549201
20201211,Grampian,Total,30 - 39,82360.0,Dose 1,41,0.0497814473045168,78,0.0947061680427392
20201211,Grampian,Total,40 - 49,76501.0,Dose 1,46,0.060129932942053,86,0.112416831152534
20201211,Grampian,Total,50 - 54,41947.0,Dose 1,34,0.0810546642191337,65,0.15495744630128502
20201211,Grampian,Total,50 years and over,226627.0,Dose 1,72,0.0317702656788467,134,0.0591279944578537
20201211,Grampian,Total,55 - 59,40615.0,Dose 1,23,0.0566293241413271,43,0.105872214699003
20201211,Grampian,Total,60 - 64,36119.0,Dose 1,9,0.0249176333785542,17,0.047066640826157996
20201211,Grampian,Total,65 - 69,31471.0,Dose 1,6,0.0190651711099107,9,0.0285977566648661
20201211,Grampian,Total,70 - 74,29053.0,Dose 1,0,0.0,0,0.0
20201211,Grampian,Total,75 - 79,19825.0,Dose 1,0,0.0,0,0.0
20201211,Grampian,Total,80 years and over,27597.0,Dose 1,0,0.0,0,0.0
20201211,Grampian,Female,18 - 29,43075.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,18 years and over,239893.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,30 - 39,40402.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,40 - 49,38030.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,50 - 54,21205.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,55 - 59,20497.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,60 - 64,18202.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,65 - 69,15973.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,70 - 74,15050.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,75 - 79,10794.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Female,80 years and over,16665.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,18 - 29,45244.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,18 years and over,233914.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,30 - 39,41958.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,40 - 49,38471.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,50 - 54,20742.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,55 - 59,20118.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,60 - 64,17917.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,65 - 69,15498.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,70 - 74,14003.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,75 - 79,9031.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Male,80 years and over,10932.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,18 - 29,88319.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,18 years and over,473807.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,30 - 39,82360.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,40 - 49,76501.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,50 - 54,41947.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,50 years and over,226627.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,55 - 59,40615.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,60 - 64,36119.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,65 - 69,31471.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,70 - 74,29053.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,75 - 79,19825.0,Dose 2,0,0.0,0,0.0
20201211,Grampian,Total,80 years and over,27597.0,Dose 2,0,0.0,0,0.0
20201212,Grampian,Female,18 - 29,43075.0,Dose 1,1,0.00232153221125943,48,0.11143354614045299
20201212,Grampian,Female,18 years and over,239893.0,Dose 1,3,0.00125055754023669,282,0.117552408782249
20201212,Grampian,Female,30 - 39,40402.0,Dose 1,1,0.0024751249938121896,68,0.16830849957922903
20201212,Grampian,Female,40 - 49,38030.0,Dose 1,1,0.00262950302392848,69,0.181435708651065
20201212,Grampian,Female,50 - 54,21205.0,Dose 1,0,0.0,43,0.202782362650318
20201212,Grampian,Female,55 - 59,20497.0,Dose 1,0,0.0,35,0.170756696101869
20201212,Grampian,Female,60 - 64,18202.0,Dose 1,0,0.0,13,0.0714207229974728
20201212,Grampian,Female,65 - 69,15973.0,Dose 1,0,0.0,6,0.0375633882176172
20201212,Grampian,Female,70 - 74,15050.0,Dose 1,0,0.0,0,0.0
20201212,Grampian,Female,75 - 79,10794.0,Dose 1,0,0.0,0,0.0
20201212,Grampian,Female,80 years and over,16665.0,Dose 1,0,0.0,0,0.0
20201212,Grampian,Male,18 - 29,45244.0,Dose 1,3,0.00663071346476881,16,0.0353638051454336
20201212,Grampian,Male,18 years and over,233914.0,Dose 1,3,0.00128252263652453,82,0.0350556187316706
20201212,Grampian,Male,30 - 39,41958.0,Dose 1,0,0.0,11,0.0262166928833596
20201212,Grampian,Male,40 - 49,38471.0,Dose 1,0,0.0,18,0.0467884900314523
20201212,Grampian,Male,50 - 54,20742.0,Dose 1,0,0.0,22,0.10606498891138799
20201212,Grampian,Male,55 - 59,20118.0,Dose 1,0,0.0,8,0.0397653842330252
20201212,Grampian,Male,60 - 64,17917.0,Dose 1,0,0.0,4,0.0223251660434224
20201212,Grampian,Male,65 - 69,15498.0,Dose 1,0,0.0,3,0.0193573364305072
20201212,Grampian,Male,70 - 74,14003.0,Dose 1,0,0.0,0,0.0
20201212,Grampian,Male,75 - 79,9031.0,Dose 1,0,0.0,0,0.0
20201212,Grampian,Male,80 years and over,10932.0,Dose 1,0,0.0,0,0.0
20201212,Grampian,Total,18 - 29,88319.0,Dose 1,4,0.0045290367871013,64,0.0724645885936209
20201212,Grampian,Total,18 years and over,473807.0,Dose 1,6,0.0012663384036116,364,0.0768245298191036
20201212,Grampian,Total,30 - 39,82360.0,Dose 1,1,0.00121418164157358,79,0.0959203496843128
20201212,Grampian,Total,40 - 49,76501.0,Dose 1,1,0.0013071724552620198,87,0.11372400360779598
20201212,Grampian,Total,50 - 54,41947.0,Dose 1,0,0.0,65,0.15495744630128502
20201212,Grampian,Total,50 years and over,226627.0,Dose 1,0,0.0,134,0.0591279944578537
20201212,Grampian,Total,55 - 59,40615.0,Dose 1,0,0.0,43,0.105872214699003
20201212,Grampian,Total,60 - 64,36119.0,Dose 1,0,0.0,17,0.047066640826157996
20201212,Grampian,Total,65 - 69,31471.0,Dose 1,0,0.0,9,0.0285977566648661
20201212,Grampian,Total,70 - 74,29053.0,Dose 1,0,0.0,0,0.0
20201212,Grampian,Total,75 - 79,19825.0,Dose 1,0,0.0,0,0.0
20201212,Grampian,Total,80 years and over,27597.0,Dose 1,0,0.0,0,0.0
20201212,Grampian,Female,18 - 29,43075.0,Dose 2,0,0.0,0,0.0
20201212,Grampian,Female,18 years and over,239893.0,Dose 2,0,0.0,0,0.0
20201212,Grampian,Female,30 - 39,40402.0,Dose 2,0,0.0,0,0.0
20201212,Grampian,Female,40 - 49,38030.0,Dose 2,0,0.0,0,0.0
20201212,Grampian,Female,50 - 54,21205.0,Dose 2,0,0.0,0,0.0
20201212,Grampian,Female,55 - 59,20497.0,Dose 2,0,0.0,0,0.0
20201212,Grampian,Female,60 - 64,18202.0,Dose 2,0,0.0,0,0.0
20201212,Grampian,Female,65 - 69,15973.0,Dose 2,0,0.0,0,0.0
