Date,Sex,AgeGroup,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage
20201208,Total,60 - 64,344693,Dose 1,152,0.0440972111415085,152,0.0440972111415085
20201208,Total,60 - 64,344693,Dose 2,0,0.0,0,0.0
20201208,Total,65 - 69,299444,Dose 1,33,0.0110204245201106,33,0.0110204245201106
20201208,Total,65 - 69,299444,Dose 2,0,0.0,0,0.0
20201208,Total,70 - 74,278856,Dose 1,7,0.00251025618957455,7,0.00251025618957455
20201208,Total,70 - 74,278856,Dose 2,0,0.0,0,0.0
20201208,Total,75 - 79,195951,Dose 1,0,0.0,0,0.0
20201208,Total,75 - 79,195951,Dose 2,0,0.0,0,0.0
20201208,Total,80 years and over,269894,Dose 1,2,0.0007410316642830151,2,0.0007410316642830151
20201208,Total,80 years and over,269894,Dose 2,0,0.0,0,0.0
20201209,Female,18 - 29,420588,Dose 1,453,0.10770635396159699,628,0.149314768847423
20201209,Female,18 - 29,420588,Dose 2,0,0.0,0,0.0
20201209,Female,30 - 39,366726,Dose 1,553,0.15079378064276902,845,0.23041725975251298
20201209,Female,30 - 39,366726,Dose 2,0,0.0,0,0.0
20201209,Female,40 - 49,349288,Dose 1,720,0.206133620393486,1103,0.315785254575021
20201209,Female,40 - 49,349288,Dose 2,0,0.0,0,0.0
20201209,Female,50 - 54,207150,Dose 1,431,0.208061790972725,668,0.322471638909003
20201209,Female,50 - 54,207150,Dose 2,0,0.0,0,0.0
20201209,Female,55 - 59,202348,Dose 1,435,0.21497617965089802,679,0.33556051950105803
20201209,Female,55 - 59,202348,Dose 2,0,0.0,0,0.0
20201209,Female,60 - 64,177841,Dose 1,256,0.14394880820508202,372,0.20917561192301
20201209,Female,60 - 64,177841,Dose 2,0,0.0,0,0.0
20201209,Female,65 - 69,154984,Dose 1,50,0.0322613947246167,74,0.0477468641924328
20201209,Female,65 - 69,154984,Dose 2,0,0.0,0,0.0
20201209,Female,70 - 74,146517,Dose 1,9,0.0061426319130203294,13,0.00887269054102937
20201209,Female,70 - 74,146517,Dose 2,0,0.0,0,0.0
20201209,Female,75 - 79,108065,Dose 1,5,0.00462684495442558,5,0.00462684495442558
20201209,Female,75 - 79,108065,Dose 2,0,0.0,0,0.0
20201209,Female,80 years and over,165153,Dose 1,1,0.000605499143218712,2,0.00121099828643742
20201209,Female,80 years and over,165153,Dose 2,0,0.0,0,0.0
20201209,Male,18 - 29,427624,Dose 1,111,0.0259573831216209,146,0.0341421435653752
20201209,Male,18 - 29,427624,Dose 2,0,0.0,0,0.0
20201209,Male,30 - 39,355259,Dose 1,190,0.0534821074202202,273,0.0768453438195795
20201209,Male,30 - 39,355259,Dose 2,0,0.0,0,0.0
20201209,Male,40 - 49,331602,Dose 1,249,0.0750900175511607,364,0.109770146139046
20201209,Male,40 - 49,331602,Dose 2,0,0.0,0,0.0
20201209,Male,50 - 54,193940,Dose 1,128,0.0659997937506445,191,0.0984840672372899
20201209,Male,50 - 54,193940,Dose 2,0,0.0,0,0.0
20201209,Male,55 - 59,190775,Dose 1,104,0.0545144804088586,152,0.0796750098283318
20201209,Male,55 - 59,190775,Dose 2,0,0.0,0,0.0
20201209,Male,60 - 64,166852,Dose 1,86,0.0515426845347973,122,0.0731186920144799
20201209,Male,60 - 64,166852,Dose 2,0,0.0,0,0.0
20201209,Male,65 - 69,144460,Dose 1,21,0.0145368960265818,30,0.0207669943236882
20201209,Male,65 - 69,144460,Dose 2,0,0.0,0,0.0
20201209,Male,70 - 74,132339,Dose 1,4,0.00302254059649839,7,0.00528944604387218
20201209,Male,70 - 74,132339,Dose 2,0,0.0,0,0.0
20201209,Male,75 - 79,87886,Dose 1,1,0.0011378376533236199,1,0.0011378376533236199
20201209,Male,75 - 79,87886,Dose 2,0,0.0,0,0.0
20201209,Male,80 years and over,104741,Dose 1,0,0.0,1,0.0009547359677681141
20201209,Male,80 years and over,104741,Dose 2,0,0.0,0,0.0
20201209,Total,16 years and over,4541903,Dose 1,3807,,5677,
20201209,Total,16 years and over,4541903,Dose 2,0,,0,
20201209,Total,18 - 29,848212,Dose 1,564,0.0664928107595743,774,0.0912507722126072
20201209,Total,18 - 29,848212,Dose 2,0,0.0,0,0.0
20201209,Total,18 years and over,4434138,Dose 1,3807,0.0858565971559749,5676,0.128006841465015
20201209,Total,18 years and over,4434138,Dose 2,0,0.0,0,0.0
20201209,Total,30 - 39,721985,Dose 1,743,0.102910725292077,1118,0.154850862552546
20201209,Total,30 - 39,721985,Dose 2,0,0.0,0,0.0
20201209,Total,40 - 49,680890,Dose 1,969,0.142313736433198,1467,0.215453303764191
20201209,Total,40 - 49,680890,Dose 2,0,0.0,0,0.0
20201209,Total,50 - 54,401090,Dose 1,559,0.13937021616096099,859,0.21416639656934802
20201209,Total,50 - 54,401090,Dose 2,0,0.0,0,0.0
20201209,Total,50 years and over,2183051,Dose 1,1531,0.0701312062796517,2317,0.10613586214889201
20201209,Total,50 years and over,2183051,Dose 2,0,0.0,0,0.0
20201209,Total,55 - 59,393123,Dose 1,539,0.137107215807775,831,0.21138422325837
20201209,Total,55 - 59,393123,Dose 2,0,0.0,0,0.0
20201209,Total,60 - 64,344693,Dose 1,342,0.0992187250683942,494,0.14331593620990302
20201209,Total,60 - 64,344693,Dose 2,0,0.0,0,0.0
20201209,Total,65 - 69,299444,Dose 1,71,0.0237106103311471,104,0.0347310348512577
20201209,Total,65 - 69,299444,Dose 2,0,0.0,0,0.0
20201209,Total,70 - 74,278856,Dose 1,13,0.00466190435206702,20,0.007172160541641559
20201209,Total,70 - 74,278856,Dose 2,0,0.0,0,0.0
20201209,Total,75 - 79,195951,Dose 1,6,0.00306198998729274,6,0.00306198998729274
20201209,Total,75 - 79,195951,Dose 2,0,0.0,0,0.0
20201209,Total,80 years and over,269894,Dose 1,1,0.000370515832141507,3,0.0011115474964245198
20201209,Total,80 years and over,269894,Dose 2,0,0.0,0,0.0
20201210,Female,18 - 29,420588,Dose 1,598,0.142181897724139,1226,0.29149666657156204
20201210,Female,18 - 29,420588,Dose 2,0,0.0,0,0.0
20201210,Female,30 - 39,366726,Dose 1,732,0.199604064069632,1577,0.43002132382214503
20201210,Female,30 - 39,366726,Dose 2,0,0.0,0,0.0
20201210,Female,40 - 49,349288,Dose 1,875,0.250509608117084,1978,0.5662948626921049
20201210,Female,40 - 49,349288,Dose 2,0,0.0,0,0.0
20201210,Female,50 - 54,207150,Dose 1,621,0.299782766111513,1289,0.6222544050205171
20201210,Female,50 - 54,207150,Dose 2,0,0.0,0,0.0
20201210,Female,55 - 59,202348,Dose 1,594,0.29355367979915803,1273,0.6291141993002161
20201210,Female,55 - 59,202348,Dose 2,0,0.0,0,0.0
20201210,Female,60 - 64,177841,Dose 1,340,0.19118201089737502,712,0.400357622820384
20201210,Female,60 - 64,177841,Dose 2,0,0.0,0,0.0
20201210,Female,65 - 69,154984,Dose 1,83,0.0535539152428638,157,0.10130077943529699
20201210,Female,65 - 69,154984,Dose 2,0,0.0,0,0.0
20201210,Female,70 - 74,146517,Dose 1,24,0.0163803517680542,37,0.0252530423090836
20201210,Female,70 - 74,146517,Dose 2,0,0.0,0,0.0
20201210,Female,75 - 79,108065,Dose 1,3,0.00277610697265535,8,0.00740295192708092
20201210,Female,75 - 79,108065,Dose 2,0,0.0,0,0.0
20201210,Female,80 years and over,165153,Dose 1,1,0.000605499143218712,3,0.00181649742965614
20201210,Female,80 years and over,165153,Dose 2,0,0.0,0,0.0
20201210,Male,18 - 29,427624,Dose 1,154,0.036012945952519,300,0.0701550895178942
20201210,Male,18 - 29,427624,Dose 2,0,0.0,0,0.0
20201210,Male,30 - 39,355259,Dose 1,234,0.0658674375596396,507,0.142712781379219
20201210,Male,30 - 39,355259,Dose 2,0,0.0,0,0.0
20201210,Male,40 - 49,331602,Dose 1,241,0.0726774868667861,605,0.182447633005832
20201210,Male,40 - 49,331602,Dose 2,0,0.0,0,0.0
20201210,Male,50 - 54,193940,Dose 1,153,0.0788903784675673,344,0.177374445704857
20201210,Male,50 - 54,193940,Dose 2,0,0.0,0,0.0
20201210,Male,55 - 59,190775,Dose 1,142,0.0744332328659416,294,0.154108242694273
20201210,Male,55 - 59,190775,Dose 2,0,0.0,0,0.0
20201210,Male,60 - 64,166852,Dose 1,87,0.0521420180758996,209,0.12526071009038
20201210,Male,60 - 64,166852,Dose 2,0,0.0,0,0.0
20201210,Male,65 - 69,144460,Dose 1,29,0.0200747611795653,59,0.0408417555032535
20201210,Male,65 - 69,144460,Dose 2,0,0.0,0,0.0
20201210,Male,70 - 74,132339,Dose 1,6,0.00453381089474758,13,0.009823256938619759
20201210,Male,70 - 74,132339,Dose 2,0,0.0,0,0.0
20201210,Male,75 - 79,87886,Dose 1,4,0.0045513506132945,5,0.00568918826661812
20201210,Male,75 - 79,87886,Dose 2,0,0.0,0,0.0
20201210,Male,80 years and over,104741,Dose 1,1,0.0009547359677681141,2,0.0019094719355362301
20201210,Male,80 years and over,104741,Dose 2,0,0.0,0,0.0
20201210,Total,16 years and over,4541903,Dose 1,4924,,10601,
20201210,Total,16 years and over,4541903,Dose 2,0,,0,
20201210,Total,18 - 29,848212,Dose 1,752,0.0886570810127657,1526,0.17990785322537303
20201210,Total,18 - 29,848212,Dose 2,0,0.0,0,0.0
20201210,Total,18 years and over,4434138,Dose 1,4922,0.111002409036435,10598,0.23900925050145
20201210,Total,18 years and over,4434138,Dose 2,0,0.0,0,0.0
20201210,Total,30 - 39,721985,Dose 1,966,0.133797793582969,2084,0.288648656135515
20201210,Total,30 - 39,721985,Dose 2,0,0.0,0,0.0
20201210,Total,40 - 49,680890,Dose 1,1116,0.163903126789937,2583,0.379356430554128
20201210,Total,40 - 49,680890,Dose 2,0,0.0,0,0.0
20201210,Total,50 - 54,401090,Dose 1,774,0.192974145453639,1633,0.4071405420229871
20201210,Total,50 - 54,401090,Dose 2,0,0.0,0,0.0
20201210,Total,50 years and over,2183051,Dose 1,2088,0.0956459560495838,4405,0.20178181819847502
20201210,Total,50 years and over,2183051,Dose 2,0,0.0,0,0.0
20201210,Total,55 - 59,393123,Dose 1,736,0.18721875850560799,1567,0.398602981763977
20201210,Total,55 - 59,393123,Dose 2,0,0.0,0,0.0
20201210,Total,60 - 64,344693,Dose 1,427,0.123878349719896,921,0.267194285929798
20201210,Total,60 - 64,344693,Dose 2,0,0.0,0,0.0
20201210,Total,65 - 69,299444,Dose 1,112,0.037402652916739,216,0.0721336877679967
20201210,Total,65 - 69,299444,Dose 2,0,0.0,0,0.0
20201210,Total,70 - 74,278856,Dose 1,30,0.0107582408124623,50,0.0179304013541039
20201210,Total,70 - 74,278856,Dose 2,0,0.0,0,0.0
20201210,Total,75 - 79,195951,Dose 1,7,0.00357232165184153,13,0.00663431163913427
20201210,Total,75 - 79,195951,Dose 2,0,0.0,0,0.0
20201210,Total,80 years and over,269894,Dose 1,2,0.0007410316642830151,5,0.0018525791607075398
20201210,Total,80 years and over,269894,Dose 2,0,0.0,0,0.0
20201211,Female,18 - 29,420588,Dose 1,644,0.153118966779842,1870,0.444615633351403
20201211,Female,18 - 29,420588,Dose 2,0,0.0,0,0.0
20201211,Female,30 - 39,366726,Dose 1,771,0.210238706827441,2348,0.6402600306495861
20201211,Female,30 - 39,366726,Dose 2,0,0.0,0,0.0
20201211,Female,40 - 49,349288,Dose 1,917,0.262534069306704,2895,0.8288289319988091
20201211,Female,40 - 49,349288,Dose 2,0,0.0,0,0.0
20201211,Female,50 - 54,207150,Dose 1,622,0.30026550808592795,1911,0.9225199131064449
20201211,Female,50 - 54,207150,Dose 2,0,0.0,0,0.0
20201211,Female,55 - 59,202348,Dose 1,635,0.313815802478898,1908,0.942930001779113
20201211,Female,55 - 59,202348,Dose 2,0,0.0,0,0.0
20201211,Female,60 - 64,177841,Dose 1,394,0.22154621262813395,1106,0.621903835448519
20201211,Female,60 - 64,177841,Dose 2,0,0.0,0,0.0
20201211,Female,65 - 69,154984,Dose 1,91,0.0587157383988025,248,0.16001651783409898
20201211,Female,65 - 69,154984,Dose 2,0,0.0,0,0.0
20201211,Female,70 - 74,146517,Dose 1,20,0.0136502931400452,57,0.0389033354491288
20201211,Female,70 - 74,146517,Dose 2,0,0.0,0,0.0
20201211,Female,75 - 79,108065,Dose 1,3,0.00277610697265535,11,0.0101790588997363
20201211,Female,75 - 79,108065,Dose 2,0,0.0,0,0.0
20201211,Female,80 years and over,165153,Dose 1,1,0.000605499143218712,4,0.00242199657287485
20201211,Female,80 years and over,165153,Dose 2,0,0.0,0,0.0
20201211,Male,18 - 29,427624,Dose 1,174,0.0406899519203787,474,0.110845041438273
20201211,Male,18 - 29,427624,Dose 2,0,0.0,0,0.0
20201211,Male,30 - 39,355259,Dose 1,248,0.0698082244221821,755,0.212521005801401
20201211,Male,30 - 39,355259,Dose 2,0,0.0,0,0.0
20201211,Male,40 - 49,331602,Dose 1,265,0.07991507891991001,870,0.262362711925742
20201211,Male,40 - 49,331602,Dose 2,0,0.0,0,0.0
20201211,Male,50 - 54,193940,Dose 1,166,0.0855934825203671,510,0.26296792822522397
20201211,Male,50 - 54,193940,Dose 2,0,0.0,0,0.0
20201211,Male,55 - 59,190775,Dose 1,176,0.0922552745380684,470,0.24636351723234198
20201211,Male,55 - 59,190775,Dose 2,0,0.0,0,0.0
20201211,Male,60 - 64,166852,Dose 1,92,0.0551386857814111,301,0.18039939587179102
20201211,Male,60 - 64,166852,Dose 2,0,0.0,0,0.0
20201211,Male,65 - 69,144460,Dose 1,26,0.0179980617471965,85,0.05883981725044999
20201211,Male,65 - 69,144460,Dose 2,0,0.0,0,0.0
20201211,Male,70 - 74,132339,Dose 1,8,0.00604508119299677,21,0.0158683381316165
20201211,Male,70 - 74,132339,Dose 2,0,0.0,0,0.0
20201211,Male,75 - 79,87886,Dose 1,1,0.0011378376533236199,6,0.0068270259199417396
20201211,Male,75 - 79,87886,Dose 2,0,0.0,0,0.0
20201211,Male,80 years and over,104741,Dose 1,1,0.0009547359677681141,3,0.00286420790330434
20201211,Male,80 years and over,104741,Dose 2,0,0.0,0,0.0
20201211,Total,16 years and over,4541903,Dose 1,5260,,15861,
20201211,Total,16 years and over,4541903,Dose 2,0,,0,
20201211,Total,18 - 29,848212,Dose 1,818,0.0964381546122903,2344,0.27634600783766305
20201211,Total,18 - 29,848212,Dose 2,0,0.0,0,0.0
20201211,Total,18 years and over,4434138,Dose 1,5255,0.11851232415409699,15853,0.35752157465554707
20201211,Total,18 years and over,4434138,Dose 2,0,0.0,0,0.0
20201211,Total,30 - 39,721985,Dose 1,1019,0.14113866631578198,3103,0.429787322451297
20201211,Total,30 - 39,721985,Dose 2,0,0.0,0,0.0
20201211,Total,40 - 49,680890,Dose 1,1182,0.173596322460309,3765,0.552952753014437
20201211,Total,40 - 49,680890,Dose 2,0,0.0,0,0.0
20201211,Total,50 - 54,401090,Dose 1,788,0.19646463387269697,2421,0.603605175895684
20201211,Total,50 - 54,401090,Dose 2,0,0.0,0,0.0
20201211,Total,50 years and over,2183051,Dose 1,2236,0.10242545868145099,6641,0.30420727687992605
20201211,Total,50 years and over,2183051,Dose 2,0,0.0,0,0.0
20201211,Total,55 - 59,393123,Dose 1,811,0.20629675699463,2378,0.604899738758607
20201211,Total,55 - 59,393123,Dose 2,0,0.0,0,0.0
20201211,Total,60 - 64,344693,Dose 1,486,0.14099503036035002,1407,0.408189316290148
20201211,Total,60 - 64,344693,Dose 2,0,0.0,0,0.0
20201211,Total,65 - 69,299444,Dose 1,117,0.0390724142076649,333,0.11120610197566198
20201211,Total,65 - 69,299444,Dose 2,0,0.0,0,0.0
20201211,Total,70 - 74,278856,Dose 1,28,0.0100410247582982,78,0.0279714261124021
20201211,Total,70 - 74,278856,Dose 2,0,0.0,0,0.0
20201211,Total,75 - 79,195951,Dose 1,4,0.0020413266581951603,17,0.00867563829732943
20201211,Total,75 - 79,195951,Dose 2,0,0.0,0,0.0
20201211,Total,80 years and over,269894,Dose 1,2,0.0007410316642830151,7,0.00259361082499055
20201211,Total,80 years and over,269894,Dose 2,0,0.0,0,0.0
20201212,Female,18 - 29,420588,Dose 1,262,0.0622937411433517,2132,0.5069093744947549
20201212,Female,18 - 29,420588,Dose 2,0,0.0,0,0.0
20201212,Female,30 - 39,366726,Dose 1,341,0.0929849533439134,2689,0.733244983993499
20201212,Female,30 - 39,366726,Dose 2,0,0.0,0,0.0
20201212,Female,40 - 49,349288,Dose 1,352,0.100776436636815,3247,0.929605368635624
20201212,Female,40 - 49,349288,Dose 2,0,0.0,0,0.0
20201212,Female,50 - 54,207150,Dose 1,225,0.108616944243302,2136,1.03113685734975
20201212,Female,50 - 54,207150,Dose 2,0,0.0,0,0.0
20201212,Female,55 - 59,202348,Dose 1,211,0.104275802083539,2119,1.0472058038626502
20201212,Female,55 - 59,202348,Dose 2,0,0.0,0,0.0
20201212,Female,60 - 64,177841,Dose 1,133,0.0747859042627965,1239,0.6966897397113149
20201212,Female,60 - 64,177841,Dose 2,0,0.0,0,0.0
20201212,Female,65 - 69,154984,Dose 1,34,0.0219377484127394,282,0.181954266246838
20201212,Female,65 - 69,154984,Dose 2,0,0.0,0,0.0
20201212,Female,70 - 74,146517,Dose 1,7,0.00477760259901581,64,0.0436809380481446
20201212,Female,70 - 74,146517,Dose 2,0,0.0,0,0.0
20201212,Female,75 - 79,108065,Dose 1,0,0.0,11,0.0101790588997363
20201212,Female,75 - 79,108065,Dose 2,0,0.0,0,0.0
20201212,Female,80 years and over,165153,Dose 1,0,0.0,4,0.00242199657287485
20201212,Female,80 years and over,165153,Dose 2,0,0.0,0,0.0
20201212,Male,18 - 29,427624,Dose 1,98,0.0229173292425121,572,0.133762370680785
20201212,Male,18 - 29,427624,Dose 2,0,0.0,0,0.0
20201212,Male,30 - 39,355259,Dose 1,119,0.0334966883316116,874,0.246017694133013
20201212,Male,30 - 39,355259,Dose 2,0,0.0,0,0.0
20201212,Male,40 - 49,331602,Dose 1,130,0.0392036236210879,1000,0.30156633554683
20201212,Male,40 - 49,331602,Dose 2,0,0.0,0,0.0
20201212,Male,50 - 54,193940,Dose 1,82,0.0422811178715067,592,0.30524904609673104
20201212,Male,50 - 54,193940,Dose 2,0,0.0,0,0.0
20201212,Male,55 - 59,190775,Dose 1,65,0.0340715502555366,535,0.280435067487878
20201212,Male,55 - 59,190775,Dose 2,0,0.0,0,0.0
20201212,Male,60 - 64,166852,Dose 1,42,0.0251720087262964,343,0.205571404598087
20201212,Male,60 - 64,166852,Dose 2,0,0.0,0,0.0
20201212,Male,65 - 69,144460,Dose 1,11,0.00761456458535235,96,0.0664543818358023
20201212,Male,65 - 69,144460,Dose 2,0,0.0,0,0.0
20201212,Male,70 - 74,132339,Dose 1,5,0.0037781757456229795,26,0.0196465138772395
20201212,Male,70 - 74,132339,Dose 2,0,0.0,0,0.0
20201212,Male,75 - 79,87886,Dose 1,0,0.0,6,0.0068270259199417396
20201212,Male,75 - 79,87886,Dose 2,0,0.0,0,0.0
20201212,Male,80 years and over,104741,Dose 1,0,0.0,3,0.00286420790330434
20201212,Male,80 years and over,104741,Dose 2,0,0.0,0,0.0
20201212,Total,16 years and over,4541903,Dose 1,2119,,17980,
20201212,Total,16 years and over,4541903,Dose 2,0,,0,
20201212,Total,18 - 29,848212,Dose 1,360,0.0424422196337708,2704,0.3187882274714339
20201212,Total,18 - 29,848212,Dose 2,0,0.0,0,0.0
20201212,Total,18 years and over,4434138,Dose 1,2117,0.0477432141263984,17970,0.40526478878194605
20201212,Total,18 years and over,4434138,Dose 2,0,0.0,0,0.0
20201212,Total,30 - 39,721985,Dose 1,460,0.0637132350395091,3563,0.493500557490807
20201212,Total,30 - 39,721985,Dose 2,0,0.0,0,0.0
20201212,Total,40 - 49,680890,Dose 1,482,0.0707897017139332,4247,0.62374245472837
20201212,Total,40 - 49,680890,Dose 2,0,0.0,0,0.0
20201212,Total,50 - 54,401090,Dose 1,307,0.0765414246179162,2728,0.6801466005136
20201212,Total,50 - 54,401090,Dose 2,0,0.0,0,0.0
20201212,Total,50 years and over,2183051,Dose 1,815,0.0373330719254841,7456,0.34154034880540995
20201212,Total,50 years and over,2183051,Dose 2,0,0.0,0,0.0
20201212,Total,55 - 59,393123,Dose 1,276,0.0702070344396029,2654,0.67510677319821
20201212,Total,55 - 59,393123,Dose 2,0,0.0,0,0.0
20201212,Total,60 - 64,344693,Dose 1,175,0.0507698154589736,1582,0.458959131749122
20201212,Total,60 - 64,344693,Dose 2,0,0.0,0,0.0
20201212,Total,65 - 69,299444,Dose 1,45,0.0150278516183326,378,0.126233953593994
20201212,Total,65 - 69,299444,Dose 2,0,0.0,0,0.0
20201212,Total,70 - 74,278856,Dose 1,12,0.00430329632498494,90,0.032274722437387
20201212,Total,70 - 74,278856,Dose 2,0,0.0,0,0.0
20201212,Total,75 - 79,195951,Dose 1,0,0.0,17,0.00867563829732943
20201212,Total,75 - 79,195951,Dose 2,0,0.0,0,0.0
20201212,Total,80 years and over,269894,Dose 1,0,0.0,7,0.00259361082499055
20201212,Total,80 years and over,269894,Dose 2,0,0.0,0,0.0
20201213,Female,18 - 29,420588,Dose 1,124,0.0294825339762428,2256,0.5363919084709979
20201213,Female,18 - 29,420588,Dose 2,0,0.0,0,0.0
20201213,Female,30 - 39,366726,Dose 1,196,0.0534458969366775,2885,0.786690880930177
20201213,Female,30 - 39,366726,Dose 2,0,0.0,0,0.0
20201213,Female,40 - 49,349288,Dose 1,192,0.054968965438263,3439,0.984574334073888
20201213,Female,40 - 49,349288,Dose 2,0,0.0,0,0.0
20201213,Female,50 - 54,207150,Dose 1,120,0.057929036929760994,2256,1.0890658942795102
20201213,Female,50 - 54,207150,Dose 2,0,0.0,0,0.0
20201213,Female,55 - 59,202348,Dose 1,136,0.0672109435230395,2255,1.1144167473856899
20201213,Female,55 - 59,202348,Dose 2,0,0.0,0,0.0
20201213,Female,60 - 64,177841,Dose 1,56,0.0314888017948617,1295,0.728178541506177
20201213,Female,60 - 64,177841,Dose 2,0,0.0,0,0.0
20201213,Female,65 - 69,154984,Dose 1,21,0.013549785784338998,303,0.195504052031177
20201213,Female,65 - 69,154984,Dose 2,0,0.0,0,0.0
20201213,Female,70 - 74,146517,Dose 1,5,0.0034125732850113,69,0.0470935113331559
20201213,Female,70 - 74,146517,Dose 2,0,0.0,0,0.0
20201213,Female,75 - 79,108065,Dose 1,1,0.000925368990885115,12,0.0111044278906214
20201213,Female,75 - 79,108065,Dose 2,0,0.0,0,0.0
20201213,Female,80 years and over,165153,Dose 1,1,0.000605499143218712,5,0.00302749571609356
20201213,Female,80 years and over,165153,Dose 2,0,0.0,0,0.0
20201213,Male,18 - 29,427624,Dose 1,44,0.0102894131292912,616,0.144051783810076
20201213,Male,18 - 29,427624,Dose 2,0,0.0,0,0.0
20201213,Male,30 - 39,355259,Dose 1,48,0.013511269243002999,922,0.259528963376016
20201213,Male,30 - 39,355259,Dose 2,0,0.0,0,0.0
20201213,Male,40 - 49,331602,Dose 1,54,0.0162845821195288,1054,0.31785091766635903
20201213,Male,40 - 49,331602,Dose 2,0,0.0,0,0.0
20201213,Male,50 - 54,193940,Dose 1,42,0.0216561823244302,634,0.32690522842116104
20201213,Male,50 - 54,193940,Dose 2,0,0.0,0,0.0
